chr - mmX X 0 166650296 red
band mm12 qC1 qC1 52411679 66625016 gpos100
band mm12 qC2 qC2 66625016 71955017 gneg
band mm12 qC3 qC3 71955017 81726686 gpos100
band mm12 qD1 qD1 81726686 86168354 gneg
band mm12 qD2 qD2 86168354 89277522 gpos33
band mm12 qD3 qD3 89277522 96384190 gneg
band mm12 qE qE 96384190 107044193 gpos100
band mm12 qF1 qF1 107044193 115483361 gneg
band mm12 qF2 qF2 115483361 121257530 gpos66
band mm13 qA1 qA1 0 16267960 gpos100
band mm13 qA2 qA2 16267960 21197645 gneg
band mm13 qA3.1 qA3.1 21197645 29578109 gpos66
band mm13 qA3.2 qA3.2 29578109 33028888 gneg
band mm13 qA3.3 qA3.3 33028888 41409353 gpos33
band mm13 qA4 qA4 41409353 44367164 gneg
band mm13 qA5 qA5 44367164 52747628 gpos33
band mm13 qB1 qB1 52747628 59156219 gneg
band mm13 qB2 qB2 59156219 61621061 gpos33
band mm13 qB3 qB3 61621061 69508557 gneg
band mm13 qC1 qC1 69508557 78381990 gpos33
band mm13 qC2 qC2 78381990 80846832 gneg
band mm13 qC3 qC3 80846832 94649950 gpos100
band mm13 qD1 qD1 94649950 106481194 gneg
band mm13 qD2.1 qD2.1 106481194 110424942 gpos33
band mm13 qD2.2 qD2.2 110424942 116340564 gneg
band mm13 qD2.3 qD2.3 116340564 120284312 gpos33
band mm14 qA1 qA1 0 15023383 gpos100
band mm14 qA2 qA2 15023383 19530398 gneg
band mm14 qA3 qA3 19530398 30046767 gpos33
band mm14 qB qB 30046767 43567812 gneg
band mm14 qC1 qC1 43567812 52081063 gpos100
band mm14 qC2 qC2 52081063 55085740 gneg
band mm14 qC3 qC3 55085740 60093534 gpos66
band mm14 qD1 qD1 60093534 69107564 gneg
band mm14 qD2 qD2 69107564 73113800 gpos33
band mm14 qD3 qD3 73113800 85132507 gneg
band mm14 qE1 qE1 85132507 89138743 gpos66
band mm14 qE2.1 qE2.1 89138743 99154332 gpos100
band mm14 qE2.2 qE2.2 99154332 100155891 gneg
band mm14 qE2.3 qE2.3 100155891 107667583 gpos100
band mm14 qE3 qE3 107667583 111173039 gneg
band mm14 qE4 qE4 111173039 121188628 gpos100
band mm14 qE5 qE5 121188628 125194864 gneg
band mm15 qA1 qA1 0 16413299 gpos100
band mm15 qA2 qA2 16413299 24164024 gneg
band mm15 qB1 qB1 24164024 29635124 gpos33
band mm15 qB2 qB2 29635124 31914749 gneg
band mm15 qB3.1 qB3.1 31914749 42856949 gpos100
band mm15 qB3.2 qB3.2 42856949 44680649 gneg
band mm15 qB3.3 qB3.3 44680649 49695824 gpos66
band mm15 qC qC 49695824 53343224 gneg
band mm15 qD1 qD1 53343224 66109124 gpos100
band mm15 qD2 qD2 66109124 68388749 gneg
band mm15 qD3 qD3 68388749 77051324 gpos66
band mm15 qE1 qE1 77051324 83434274 gneg
band mm15 qE2 qE2 83434274 86625749 gpos33
band mm15 qE3 qE3 86625749 95288324 gneg
band mm15 qF1 qF1 95288324 100759424 gpos66
band mm15 qF2 qF2 100759424 101671274 gneg
band mm15 qF3 qF3 101671274 103494974 gpos33
band mm16 qA1 qA1 0 15450152 gpos100
band mm16 qA2 qA2 15450152 16386525 gneg
band mm16 qA3 qA3 16386525 20600202 gpos33
band mm16 qB1 qB1 20600202 26218440 gneg
band mm16 qB2 qB2 26218440 32304863 gpos33
band mm16 qB3 qB3 32304863 38391287 gneg
band mm16 qB4 qB4 38391287 44945897 gpos33
band mm16 qB5 qB5 44945897 53841439 gneg
band mm16 qC1.1 qC1.1 53841439 58055117 gpos66
band mm16 qC1.2 qC1.2 58055117 58991490 gneg
band mm16 qC1.3 qC1.3 58991490 66950659 gpos66
band mm16 qC2 qC2 66950659 70696150 gneg
band mm16 qC3.1 qC3.1 70696150 79123506 gpos100
band mm16 qC3.2 qC3.2 79123506 79591692 gneg
band mm16 qC3.3 qC3.3 79591692 91764540 gpos100
band mm16 qC4 qC4 91764540 98319150 gneg
band mm17 qA1 qA1 0 13984976 gpos100
band mm17 qA2 qA2 13984976 16170128 gneg
band mm17 qA3.1 qA3.1 16170128 17481220 gpos33
band mm17 qA3.2 qA3.2 17481220 21851525 gneg
band mm17 qA3.3 qA3.3 21851525 31466196 gpos66
band mm17 qB1 qB1 31466196 40206806 gneg
band mm17 qB2 qB2 40206806 41517898 gpos33
band mm17 qB3 qB3 41517898 45888203 gneg
band mm17 qC qC 45888203 55939905 gpos66
band mm17 qD qD 55939905 60310210 gneg
band mm17 qE1.1 qE1.1 60310210 68176759 gpos100
band mm17 qE1.2 qE1.2 68176759 69050820 gneg
band mm17 qE1.3 qE1.3 69050820 73421125 gpos100
band mm17 qE2 qE2 73421125 78665491 gneg
band mm17 qE3 qE3 78665491 83035796 gpos33
band mm17 qE4 qE4 83035796 89154223 gneg
band mm17 qE5 qE5 89154223 95272651 gpos33
band mm18 qA1 qA1 0 19420992 gpos100
band mm18 qA2 qA2 19420992 29553684 gneg
band mm18 qB1 qB1 29553684 35464421 gpos66
band mm18 qB2 qB2 35464421 37153203 gneg
band mm18 qB3 qB3 37153203 45597113 gpos100
band mm18 qC qC 45597113 49819068 gneg
band mm18 qD1 qD1 49819068 54041023 gpos100
band mm18 qD2 qD2 54041023 54463218 gneg
band mm18 qD3 qD3 54463218 60796150 gpos100
band mm18 qE1 qE1 60796150 67973474 gneg
band mm18 qE2 qE2 67973474 75150797 gpos33
band mm18 qE3 qE3 75150797 83594707 gneg
band mm18 qE4 qE4 83594707 90772031 gpos33
band mm19 qA qA 0 16655891 gpos100
band mm19 qB qB 16655891 25593199 gneg
band mm19 qC1 qC1 25593199 34936748 gpos66
band mm19 qC2 qC2 34936748 38186678 gneg
band mm19 qC3 qC3 38186678 47530227 gpos66
band mm19 qD1 qD1 47530227 51592639 gneg
band mm19 qD2 qD2 51592639 58904982 gpos33
band mm19 qD3 qD3 58904982 61342430 gneg
band mm2 qA1 qA1 0 14052687 gpos100
band mm2 qA2 qA2 14052687 16394801 gneg
band mm2 qA3 qA3 16394801 29042220 gpos33
band mm2 qB qB 29042220 48247559 gneg
band mm2 qC1.1 qC1.1 48247559 60426554 gpos100
band mm2 qC1.2 qC1.2 60426554 60894977 gneg
band mm2 qC1.3 qC1.3 60894977 68389744 gpos100
band mm2 qC2 qC2 68389744 71668704 gneg
band mm2 qC3 qC3 71668704 81037162 gpos66
band mm2 qD qD 81037162 88531928 gneg
band mm2 qE1 qE1 88531928 101179347 gpos100
band mm2 qE2 qE2 101179347 104926730 gneg
band mm2 qE3 qE3 104926730 112889920 gpos33
band mm2 qE4 qE4 112889920 115700457 gneg
band mm2 qE5 qE5 115700457 123663646 gpos66
band mm2 qF1 qF1 123663646 131626836 gneg
band mm2 qF2 qF2 131626836 134437373 gpos33
band mm2 qF3 qF3 134437373 140995294 gneg
band mm2 qG1 qG1 140995294 146616369 gpos100
band mm2 qG2 qG2 146616369 147553214 gneg
band mm2 qG3 qG3 147553214 152237444 gpos100
band mm2 qH1 qH1 152237444 158795364 gneg
band mm2 qH2 qH2 158795364 163011170 gpos33
band mm2 qH3 qH3 163011170 173316474 gneg
band mm2 qH4 qH4 173316474 181748087 gpos33
band mm3 qA1 qA1 0 18490218 gpos100
band mm3 qA2 qA2 18490218 20436557 gneg
band mm3 qA3 qA3 20436557 35520683 gpos66
band mm3 qB qB 35520683 46712131 gneg
band mm3 qC qC 46712131 56443825 gpos100
band mm3 qD qD 56443825 60823088 gneg
band mm3 qE1 qE1 60823088 69581612 gpos33
band mm3 qE2 qE2 69581612 72501120 gneg
band mm3 qE3 qE3 72501120 83692569 gpos100
band mm3 qF1 qF1 83692569 92937678 gneg
band mm3 qF2.1 qF2.1 92937678 97316940 gpos33
band mm3 qF2.2 qF2.2 97316940 106075465 gneg
band mm3 qF2.3 qF2.3 106075465 108021804 gpos33
band mm3 qF3 qF3 108021804 114833990 gneg
band mm3 qG1 qG1 114833990 126512023 gpos100
band mm3 qG2 qG2 126512023 128458361 gneg
band mm3 qG3 qG3 128458361 138190056 gpos66
band mm3 qH1 qH1 138190056 143542487 gneg
band mm3 qH2 qH2 143542487 147921750 gpos33
band mm3 qH3 qH3 147921750 153760766 gneg
band mm3 qH4 qH4 153760766 159599783 gpos33
band mm4 qA1 qA1 0 14799183 gpos100
band mm4 qA2 qA2 14799183 17663541 gneg
band mm4 qA3 qA3 17663541 28166187 gpos100
band mm4 qA4 qA4 28166187 30075759 gneg
band mm4 qA5 qA5 30075759 43442763 gpos66
band mm4 qB1 qB1 43442763 51558444 gneg
band mm4 qB2 qB2 51558444 54900195 gpos33
band mm4 qB3 qB3 54900195 63015876 gneg
band mm4 qC1 qC1 63015876 69221985 gpos33
band mm4 qC2 qC2 69221985 71608950 gneg
band mm4 qC3 qC3 71608950 83543776 gpos100
band mm4 qC4 qC4 83543776 89272492 gneg
band mm4 qC5 qC5 89272492 96910780 gpos66
band mm4 qC6 qC6 96910780 105026461 gneg
band mm4 qC7 qC7 105026461 110277784 gpos66
band mm4 qD1 qD1 110277784 116961286 gneg
band mm4 qD2.1 qD2.1 116961286 119825644 gpos33
band mm4 qD2.2 qD2.2 119825644 130328290 gneg
band mm4 qD2.3 qD2.3 130328290 133192648 gpos33
band mm4 qD3 qD3 133192648 140830936 gneg
band mm4 qE1 qE1 140830936 147037045 gpos100
band mm4 qE2 qE2 147037045 155630120 gneg
band mm5 qA1 qA1 0 14964098 gpos100
band mm5 qA2 qA2 14964098 16412236 gneg
band mm5 qA3 qA3 16412236 25583780 gpos66
band mm5 qB1 qB1 25583780 33789899 gneg
band mm5 qB2 qB2 33789899 35720750 gpos33
band mm5 qB3 qB3 35720750 50684848 gneg
band mm5 qC1 qC1 50684848 58890967 gpos33
band mm5 qC2 qC2 58890967 61304531 gneg
band mm5 qC3.1 qC3.1 61304531 71924213 gpos100
band mm5 qC3.2 qC3.2 71924213 73855065 gneg
band mm5 qC3.3 qC3.3 73855065 78199480 gpos66
band mm5 qD qD 78199480 82061183 gneg
band mm5 qE1 qE1 82061183 91715440 gpos100
band mm5 qE2 qE2 91715440 94129004 gneg
band mm5 qE3 qE3 94129004 99921558 gpos33
band mm5 qE4 qE4 99921558 102335123 gneg
band mm5 qE5 qE5 102335123 108127677 gpos33
band mm5 qF qF 108127677 125505339 gneg
band mm5 qG1.1 qG1.1 125505339 127436191 gpos33
band mm5 qG1.2 qG1.2 127436191 128401616 gneg
band mm5 qG1.3 qG1.3 128401616 131297893 gpos33
band mm5 qG2 qG2 131297893 146744704 gneg
band mm5 qG3 qG3 146744704 152537259 gpos33
band mm6 qA1 qA1 0 16613004 gpos100
band mm6 qA2 qA2 16613004 21499181 gneg
band mm6 qA3.1 qA3.1 21499181 27362595 gpos100
band mm6 qA3.2 qA3.2 27362595 28339830 gneg
band mm6 qA3.3 qA3.3 28339830 34203243 gpos100
band mm6 qB1 qB1 34203243 41532510 gneg
band mm6 qB2.1 qB2.1 41532510 44464216 gpos66
band mm6 qB2.2 qB2.2 44464216 45930070 gneg
band mm6 qB2.3 qB2.3 45930070 50816247 gpos66
band mm6 qB3 qB3 50816247 62543074 gneg
band mm6 qC1 qC1 62543074 74269900 gpos100
band mm6 qC2 qC2 74269900 76712989 gneg
band mm6 qC3 qC3 76712989 85996727 gpos66
band mm6 qD1 qD1 85996727 94303229 gneg
band mm6 qD2 qD2 94303229 95769082 gpos33
band mm6 qD3 qD3 95769082 103098349 gneg
band mm6 qE1 qE1 103098349 108473144 gpos100
band mm6 qE2 qE2 108473144 109450380 gneg
band mm6 qE3 qE3 109450380 116779646 gpos100
band mm6 qF1 qF1 116779646 122643059 gneg
band mm6 qF2 qF2 122643059 125086148 gpos33
band mm6 qF3 qF3 125086148 131926797 gneg
band mm6 qG1 qG1 131926797 139256063 gpos66
band mm6 qG2 qG2 139256063 142676388 gneg
band mm6 qG3 qG3 142676388 149517037 gpos33
band mm7 qA1 qA1 0 15943333 gpos100
band mm7 qA2 qA2 15943333 19131999 gneg
band mm7 qA3 qA3 19131999 29760888 gpos33
band mm7 qB1 qB1 29760888 36138221 gneg
band mm7 qB2 qB2 36138221 39326888 gpos33
band mm7 qB3 qB3 39326888 49955776 gneg
band mm7 qB4 qB4 49955776 56864554 gpos33
band mm7 qB5 qB5 56864554 63773332 gneg
band mm7 qC qC 63773332 74933665 gpos100
band mm7 qD1 qD1 74933665 80779554 gneg
band mm7 qD2 qD2 80779554 84499665 gpos66
band mm7 qD3 qD3 84499665 94597109 gneg
band mm7 qE1 qE1 94597109 104694553 gpos100
band mm7 qE2 qE2 104694553 107351775 gneg
band mm7 qE3 qE3 107351775 116917775 gpos33
band mm7 qF1 qF1 116917775 124357997 gneg
band mm7 qF2 qF2 124357997 129140997 gpos33
band mm7 qF3 qF3 129140997 144021442 gneg
band mm7 qF4 qF4 144021442 147741553 gpos33
band mm7 qF5 qF5 147741553 152524553 gneg
band mm8 qA1.1 qA1.1 0 16228701 gpos100
band mm8 qA1.2 qA1.2 16228701 17183331 gneg
band mm8 qA1.3 qA1.3 17183331 20524534 gpos33
band mm8 qA2 qA2 20524534 30070829 gneg
band mm8 qA3 qA3 30070829 34366662 gpos33
band mm8 qA4 qA4 34366662 44867586 gneg
band mm8 qB1.1 qB1.1 44867586 49163419 gpos66
band mm8 qB1.2 qB1.2 49163419 51072678 gneg
band mm8 qB1.3 qB1.3 51072678 56800455 gpos66
band mm8 qB2 qB2 56800455 60618973 gneg
band mm8 qB3.1 qB3.1 60618973 68256009 gpos100
band mm8 qB3.2 qB3.2 68256009 69210638 gneg
band mm8 qB3.3 qB3.3 69210638 75893045 gpos100
band mm8 qC1 qC1 75893045 81620822 gneg
band mm8 qC2 qC2 81620822 86393969 gpos33
band mm8 qC3 qC3 86393969 91644432 gneg
band mm8 qC4 qC4 91644432 93076376 gpos33
band mm8 qC5 qC5 93076376 97372209 gneg
band mm8 qD1 qD1 97372209 105009245 gpos100
band mm8 qD2 qD2 105009245 105963874 gneg
band mm8 qD3 qD3 105963874 112646281 gpos33
band mm8 qE1 qE1 112646281 126011094 gneg
band mm8 qE2 qE2 126011094 131738871 gpos33
band mm9 qA1 qA1 0 14352094 gpos100
band mm9 qA2 qA2 14352094 19444773 gneg
band mm9 qA3 qA3 19444773 24074481 gpos33
band mm9 qA4 qA4 24074481 37963604 gneg
band mm9 qA5.1 qA5.1 37963604 43982225 gpos66
band mm9 qA5.2 qA5.2 43982225 46297079 gneg
band mm9 qA5.3 qA5.3 46297079 54630553 gpos66
band mm9 qB qB 54630553 62964027 gneg
band mm9 qC qC 62964027 69445618 gpos33
band mm9 qD qD 69445618 77316122 gneg
band mm9 qE1 qE1 77316122 82408800 gpos33
band mm9 qE2 qE2 82408800 84260683 gneg
band mm9 qE3.1 qE3.1 84260683 90742275 gpos100
band mm9 qE3.2 qE3.2 90742275 91205245 gneg
band mm9 qE3.3 qE3.3 91205245 100464661 gpos100
band mm9 qE4 qE4 100464661 101390603 gpos66
band mm9 qF1 qF1 101390603 107872194 gneg
band mm9 qF2 qF2 107872194 110650019 gpos33
band mm9 qF3 qF3 110650019 119446464 gneg
band mm9 qF4 qF4 119446464 124076172 gpos33
band mmX qA1.1 qA1.1 0 15368327 gpos100
band mmX qA1.2 qA1.2 15368327 17769628 gneg
band mmX qA1.3 qA1.3 17769628 20651189 gpos33
band mmX qA2 qA2 20651189 27374832 gneg
band mmX qA3.1 qA3.1 27374832 32657694 gpos66
band mmX qA3.2 qA3.2 32657694 33618215 gneg
band mmX qA3.3 qA3.3 33618215 38901077 gpos66
band mmX qA4 qA4 38901077 46585241 gneg
band mmX qA5 qA5 46585241 54749664 gpos66
band mmX qA6 qA6 54749664 61473308 gneg
band mmX qA7.1 qA7.1 61473308 67716690 gpos66
band mmX qA7.2 qA7.2 67716690 69157471 gneg
band mmX qA7.3 qA7.3 69157471 75400854 gpos66
band mmX qB qB 75400854 80203456 gneg
band mmX qC1 qC1 80203456 88848140 gpos100
band mmX qC2 qC2 88848140 89808660 gneg
band mmX qC3 qC3 89808660 98453344 gpos100
band mmX qD qD 98453344 107098028 gneg
band mmX qE1 qE1 107098028 117183493 gpos100
band mmX qE2 qE2 117183493 118144013 gneg
band mmX qE3 qE3 118144013 131591300 gpos100
band mmX qF1 qF1 131591300 137834682 gneg
band mmX qF2 qF2 137834682 145038586 gpos33
band mmX qF3 qF3 145038586 152242489 gneg
band mmX qF4 qF4 152242489 159446392 gpos33
band mmX qF5 qF5 159446392 166650296 gneg
band mmY qA1 qA1 0 3578074 gpos100
band mmY qA2 qA2 3578074 5665285 gpos66
band mmY qB qB 5665285 7851886 gpos33
band mmY qC1 qC1 7851886 9442142 gpos100
band mmY qC2 qC2 9442142 10734224 gpos33
band mmY qC3 qC3 10734224 12523262 gpos100
band mmY qD qD 12523262 14411690 gpos33
band mmY qE qE 14411690 15902555 gpos66
