hsX 100000000 104999999 350798.0000,3102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3121.0000,7646.0000,5847.0000,12052.0000,6555.0000,9932.0000,3715.0000,4650.0000,1734.0000,4152.0000,0.0000,0.0000,0.0000
hsX 105000000 109999999 36843.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3308.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4997.0000,0.0000,0.0000,0.0000
hsX 110000000 114999999 29061.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1724.0000,3386.0000,3371.0000,0.0000,1724.0000,0.0000,1909.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hsX 115000000 119999999 115159.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4208.0000,8046.0000,3920.0000,4001.0000,3521.0000,4019.0000,4594.0000,1300.0000,1356.0000,2729.0000,1446.0000,0.0000,1653.0000
hsX 120000000 124999999 1251.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3879.0000,4647.0000,3428.0000,0.0000,0.0000,1195.0000,0.0000,0.0000,0.0000,1880.0000,0.0000,0.0000,0.0000
hsX 125000000 129999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1514.0000,0.0000,0.0000,8043.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hsX 130000000 134999999 319519.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4486.0000,7009.0000,1024.0000,1039.0000,1024.0000,32710.0000,0.0000,1513.0000,0.0000,1024.0000,0.0000,0.0000,0.0000
hsX 135000000 139999999 194620.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3936.0000,0.0000,3981.0000,1230.0000,0.0000,5180.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hsX 140000000 144999999 251594.0000,55338.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1123.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1528.0000,0.0000,0.0000,0.0000
hsX 145000000 149999999 136278.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2076.0000,1844.0000,0.0000,2395.0000,0.0000,1233.0000,4729.0000,1189.0000,0.0000,2625.0000,0.0000,0.0000,0.0000
hsX 150000000 154999999 345450.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20726.0000,5717.0000,3464.0000,0.0000,3367.0000,13796.0000,93509.0000,9488.0000,12729.0000,1451.0000,0.0000,0.0000,12249.0000
hs12 0 4999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10581.0000,1996.0000,1117.0000,6682.0000,0.0000,0.0000,0.0000,6682.0000,18344.0000,1072.0000,0.0000
hs12 5000000 9999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,330991.0000,64591.0000,56659.0000,27726.0000,179827.0000,1133.0000,1957.0000,3799.0000,4161.0000,16728.0000,25118.0000
hs12 10000000 14999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,164318.0000,1202.0000,2307.0000,1316.0000,0.0000,0.0000,0.0000,0.0000,1189.0000,0.0000,0.0000
hs12 15000000 19999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5755.0000,0.0000,1324.0000,1767.0000,0.0000,0.0000,0.0000,1744.0000,0.0000,1032.0000,0.0000
hs12 20000000 24999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1178.0000,1273.0000,0.0000,0.0000,0.0000,1498.0000,0.0000,0.0000,0.0000
hs12 25000000 29999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85137.0000,0.0000,21545.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5372.0000,0.0000,15893.0000
hs12 30000000 34999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,249057.0000,1044.0000,8831.0000,0.0000,20412.0000,4903.0000,78507.0000,0.0000,0.0000,20366.0000,9900.0000
hs12 35000000 39999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1426.0000,0.0000,2576.0000,49737.0000,15044.0000,77670.0000,21334.0000,16392.0000,247216.0000,8181.0000,3344.0000
hs12 40000000 44999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1294.0000,0.0000,3732.0000,2587.0000,0.0000,5417.0000,0.0000,10294.0000,0.0000,0.0000,0.0000
hs12 45000000 49999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1552.0000,0.0000,1154.0000,5935.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs12 50000000 54999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15153.0000,35257.0000,12935.0000,1457.0000,1335.0000,1370.0000,1496.0000,5841.0000,49086.0000,10323.0000,1570.0000
hs12 55000000 59999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5421.0000,1356.0000,0.0000,0.0000,2208.0000,0.0000,0.0000,0.0000,0.0000,1969.0000,0.0000
hs12 60000000 64999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30333.0000,7310.0000,0.0000,2145.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs12 65000000 69999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1072.0000,2082.0000,3133.0000,0.0000,1030.0000,0.0000,0.0000,1043.0000,0.0000,0.0000,0.0000
hs12 70000000 74999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1721.0000,1226.0000,0.0000,1568.0000,0.0000,0.0000,0.0000,0.0000,1980.0000,0.0000,0.0000
hs12 75000000 79999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2708.0000,0.0000,0.0000
hs12 85000000 89999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1050.0000,0.0000,0.0000,2113.0000,0.0000
hs12 90000000 94999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6764.0000,2549.0000,1069.0000,6808.0000,1258.0000,1229.0000,2547.0000,1257.0000,0.0000,0.0000,0.0000
hs12 95000000 99999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1194.0000,1809.0000,1214.0000,0.0000,2729.0000,1164.0000,1522.0000,1479.0000,0.0000
hs12 100000000 104999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1006.0000,1622.0000,0.0000,1753.0000,0.0000,1721.0000,1160.0000,0.0000,0.0000,0.0000,1667.0000
hs12 105000000 109999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1779.0000,5983.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs12 110000000 114999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15567.0000,4411.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs12 120000000 124999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1306.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1011.0000,0.0000,2281.0000,0.0000,0.0000
hs12 125000000 129999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4242.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1888.0000,0.0000,0.0000,0.0000
hs12 130000000 134999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89905.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs22 10000000 14999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21733.0000
hs22 15000000 19999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2451301.0000
hs22 20000000 24999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,592942.0000
hs22 25000000 29999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,48332.0000
hs22 30000000 34999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,79125.0000
hs22 35000000 39999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44555.0000
hs22 40000000 44999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55824.0000
hs22 45000000 49999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6634.0000
hs11 0 4999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,635511.0000,239510.0000,36283.0000,21924.0000,45302.0000,246799.0000,2460.0000,4560.0000,72407.0000,32188.0000,18111.0000,3318.0000
hs11 5000000 9999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8819.0000,1285.0000,4042.0000,0.0000,3910.0000,1327.0000,1641.0000,1340.0000,3651.0000,0.0000,0.0000,0.0000
hs11 10000000 14999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1152.0000,3682.0000,2118.0000,2136.0000,2123.0000,1045.0000,0.0000,1282.0000,0.0000,0.0000,0.0000
hs11 15000000 19999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35215.0000,28835.0000,23406.0000,11241.0000,0.0000,0.0000,1174.0000,7426.0000,1324.0000,2481.0000,10597.0000,0.0000
hs11 20000000 24999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2736.0000,0.0000,0.0000,0.0000
hs11 25000000 29999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10138.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs11 30000000 34999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1689.0000,2243.0000,2537.0000,0.0000,0.0000,1748.0000,1968.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs11 40000000 44999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1888.0000,0.0000,0.0000
hs11 45000000 49999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2345003.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1825.0000,0.0000,0.0000
hs11 50000000 54999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,193006.0000,0.0000,0.0000,0.0000,0.0000,1376.0000,0.0000,0.0000,1376.0000,0.0000,0.0000,0.0000
hs11 55000000 59999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,166987.0000,2746.0000,0.0000,1038.0000,1006.0000,0.0000,0.0000,0.0000,2150.0000,1086.0000,0.0000,0.0000
hs11 60000000 64999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32955.0000,8647.0000,23082.0000,0.0000,2602.0000,0.0000,0.0000,0.0000,0.0000,2848.0000,0.0000,0.0000
hs11 65000000 69999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,321200.0000,264577.0000,70234.0000,46439.0000,0.0000,173177.0000,0.0000,0.0000,0.0000,0.0000,59114.0000,68886.0000
hs11 70000000 74999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58816.0000,331391.0000,96933.0000,64627.0000,10705.0000,173203.0000,3865.0000,2023.0000,1636.0000,0.0000,19988.0000,1190.0000
hs11 75000000 79999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2839.0000,0.0000,0.0000,0.0000,1971.0000,0.0000,0.0000,1583.0000,0.0000,0.0000,0.0000
hs11 80000000 84999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3049.0000,1754.0000,0.0000,2748.0000,0.0000,0.0000,0.0000,0.0000
hs11 85000000 89999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,275117.0000,5368.0000,2920.0000,3974.0000,0.0000,0.0000,0.0000,2995.0000,0.0000,0.0000,0.0000,21773.0000
hs11 90000000 94999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1560.0000,6663.0000,1613.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1115.0000,3694.0000,1663.0000
hs11 95000000 99999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1991.0000,0.0000,0.0000,0.0000
hs11 100000000 104999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29974.0000,0.0000,0.0000,2468.0000,1984.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1241.0000
hs11 105000000 109999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2737.0000,1289.0000,1280.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs11 110000000 114999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9401.0000,7149.0000,2489.0000,0.0000,0.0000,1322.0000,10455.0000,1264.0000,2535.0000,0.0000,0.0000,1418.0000
hs11 115000000 119999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10603.0000,0.0000,1895.0000,0.0000,2744.0000,0.0000,0.0000,0.0000,1104.0000,0.0000,0.0000,1019.0000
hs11 120000000 124999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6474.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3967.0000,2831.0000,1304.0000,0.0000
hs11 125000000 129999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8633.0000,0.0000,2175.0000,2268.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2118.0000,0.0000,0.0000
hs11 130000000 134999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5048.0000,0.0000,3696.0000,0.0000,0.0000,0.0000,1362.0000,63535.0000,0.0000,0.0000,3696.0000,0.0000
hs10 0 4999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58762.0000,0.0000,57503.0000,0.0000,8178.0000,0.0000,27398.0000,0.0000,74401.0000,0.0000,0.0000,0.0000,13627.0000
hs10 5000000 9999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29435.0000,1710.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2445.0000,0.0000,0.0000,0.0000,0.0000
hs10 10000000 14999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3940.0000,0.0000,0.0000,0.0000,1145.0000,0.0000,29892.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1123.0000
hs10 15000000 19999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,366040.0000,118536.0000,35994.0000,49394.0000,33141.0000,2269.0000,0.0000,1121.0000,0.0000,0.0000,3868.0000,9318.0000,0.0000
hs10 20000000 24999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2895.0000,1020.0000,0.0000,0.0000,0.0000,0.0000,3727.0000,54074.0000,0.0000,0.0000,0.0000,0.0000,0.0000
hs10 25000000 29999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,376768.0000,0.0000,0.0000,0.0000,23160.0000,14913.0000,1550.0000,32496.0000,7208.0000,0.0000,4672.0000,3482.0000,19678.0000
hs10 30000000 34999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1301.0000,1481.0000,0.0000,6134.0000,0.0000,73185.0000,6149.0000,0.0000,1616.0000,2664.0000,0.0000,0.0000,0.0000
hs10 35000000 39999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,662625.0000,312123.0000,8966.0000,0.0000,18856.0000,109353.0000,468423.0000,28477.0000,100820.0000,75024.0000,35808.0000,25936.0000,315996.0000
hs10 40000000 44999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,236969.0000,18662.0000,9167.0000,65064.0000,79892.0000,208777.0000,495409.0000,42245.0000,136813.0000,0.0000,2733.0000,99336.0000,225673.0000
hs10 45000000 49999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6177222.0000,13465.0000,0.0000,0.0000,4202.0000,10898.0000,0.0000,7208.0000,15686.0000,0.0000,4245.0000,0.0000,2959.0000
hs10 50000000 54999999 0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,939623.0000,3071.0000,7125.0000,3355.0000,6118.0000,2580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3154.0000
